lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
L2472604,DULCAFE S.A.  - SALSA DE CHOCOLATE 1 KG - DULCAFE S.A.,1.0,59.4,6.65,,17.0,,,,SF,False,,2026-09-04,2026-09-04 18:30:38
L2472604,DULCAFE S.A.  - SALSA DE CHOCOLATE 1 KG - DULCAFE S.A.,2.0,55.2,6.66,,16.0,,,,SF,False,,2026-09-04,2026-09-04 18:30:38
L2472609,KAARUFOOD CIA LTDA  - PULPA DE MORA 14KG - KAARUFOOD CIA LTDA,1.0,7.6,2.97,,,,,,SF,False,,2026-09-04,2026-09-04 18:30:38
L2472609,KAARUFOOD CIA LTDA  - PULPA DE MORA 14KG - KAARUFOOD CIA LTDA,2.0,8.3,3.04,,,,,,SF,False,,2026-09-04,2026-09-04 18:30:38
L2472609,KAARUFOOD CIA LTDA  - PULPA DE MORA 14KG - KAARUFOOD CIA LTDA,3.0,8.0,2.92,,,,,,SF,False,,2026-09-04,2026-09-04 18:30:38
