lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
L1812615,MERICA  - PULPA DE GUAYABA MERICA UNIDAD 250 g - MERICA,1.0,6.1,4.33,,,,,,ET,False,,2026-08-06,2026-08-06 14:52:28
L1812615,MERICA  - PULPA DE GUAYABA MERICA UNIDAD 250 g - MERICA,2.0,6.0,4.32,,,,,,ET,False,,2026-08-06,2026-08-06 14:52:28
L2182615,MERICA  - PULPA DE GUAYABA MERICA UNIDAD 250 g - MERICA,1.0,6.5,4.3,,,,,,ET,False,,2026-08-06,2026-08-06 14:52:28
