lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
L2102615,MERICA  - PULPA DE TOMATE DE ÁRBOL MERICA UNIDAD 250 g - MERICA,1.0,8.6,3.86,,,,,,ET,False,,2026-08-13,2026-08-13 15:55:52
L2252615,MERICA  - PULPA DE TOMATE DE ÁRBOL MERICA UNIDAD 250 g - MERICA,1.0,7.4,3.83,,,,,,ET,False,,2026-08-13,2026-08-13 15:55:52
L2252615,MERICA  - PULPA DE TOMATE DE ÁRBOL MERICA UNIDAD 250 g - MERICA,2.0,7.9,3.8,,,,,,JG,False,,2026-08-13,2026-08-13 15:55:52
L2252615,MERICA  - PULPA DE TOMATE DE ÁRBOL MERICA UNIDAD 250 g - MERICA,3.0,7.8,3.81,,,,,,ET,False,,2026-08-13,2026-08-13 15:55:52
