documento,origen,cliente,estado,fecha_programada,fecha_efectiva,actualizado
ECLA/PICK/00018,S00134,NATURANDINA AMERICA IMPORT SL,Hecho,2026-07-25 12:00,2026-07-25 07:16,2026-07-25 23:57:31
