lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
HF PB 244 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,1.0,13.9,3.46,0.89,,,,15.6179775280899,ET,False,,2026-09-07,2026-09-07 22:30:35
HF PB 250 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,1.0,13.6,3.52,0.91,,,,14.9450549450549,ET,False,,2026-09-07,2026-09-07 22:30:35
HF PB 250 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,2.0,14.6,3.62,0.9,,,,16.2222222222222,ET,False,,2026-09-07,2026-09-07 22:30:35
HF PB 250 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,3.0,14.6,3.62,0.9,,,,16.2222222222222,ET,False,,2026-09-07,2026-09-07 22:30:35
HF PB 250 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,4.0,14.2,3.61,0.9,,,,15.7777777777778,ET,False,,2026-09-07,2026-09-07 22:30:35
HF PB 250 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,5.0,14.4,3.47,0.91,,,,15.8241758241758,ET,False,,2026-09-07,2026-09-07 22:30:35
L2362615,MERICA  - MARACUYÁ CON PEPAS MERICA UNIDAD 500 g - MERICA,1.0,12.4,2.9,,,,,,ET,False,,2026-09-07,2026-09-07 22:30:35
L2502615,MERICA  - MARACUYÁ CON PEPAS MERICA UNIDAD 500 g - MERICA,1.0,12.9,3.0,,,,,,ET,False,,2026-09-07,2026-09-07 22:30:35
