lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
HF PB 203 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,1.0,12.3,3.76,0.78,,,,15.7692307692308,ET,False,,2026-07-29,2026-07-30 02:30:33
HF PB 203 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,2.0,12.2,3.57,0.78,,,,15.6410256410256,ET,False,,2026-07-29,2026-07-30 02:30:33
HF PB 210 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,1.0,14.0,3.69,0.79,,,,17.7215189873418,ET,False,,2026-07-29,2026-07-30 02:30:33
L2102601,UNILEVER  - COCO RALLADO 20 KG - UNILEVER,1.0,36.4,4.55,,,,,,ET,False,,2026-07-29,2026-07-30 02:30:33
L2102601,UNILEVER  - COCO RALLADO 20 KG - UNILEVER,2.0,36.6,4.43,,,,,,ET,False,,2026-07-29,2026-07-30 02:30:33
L2102612,CHIVERIA S.A.  - FRESA PICADA 16 KG - CHIVERIA S.A.,1.0,7.6,3.66,,,,,,ET,False,,2026-07-29,2026-07-30 02:30:33
