orden_venta,producto,producto_template,cantidad,unidad_medida,precio_unitario,subtotal,actualizado
S00062,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),20520.0,Units,0.86,17647.2,2026-06-28 08:00:20
S00062,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),23940.0,Units,0.57,13645.8,2026-06-28 08:00:20
S00062,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.42,4309.2,2026-06-28 08:00:20
S00062,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.65,6669.0,2026-06-28 08:00:20
S00062,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.43,2941.2,2026-06-28 08:00:20
S00061,[PULP018] PULPA DE NARANJILLA 20 KG,[PULP018] PULPA DE NARANJILLA 20 KG,1000.0,kg,2.32,2320.0,2026-06-28 08:00:20
S00059,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,144.0,kg,1.37,197.28,2026-06-28 08:00:20
S00058,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,400.0,kg,3.79,1516.0,2026-06-28 08:00:20
S00057,[PULP024] PULPA DE LIMON 150 g,[PULP024] PULPA DE LIMON 150 g,10.0,Units,0.3285,3.28,2026-06-28 08:00:20
S00053,[SALS008] SALSA LISA DE FRESA ,[SALS008] SALSA LISA DE FRESA ,2580.0,kg,2.8,7224.0,2026-06-28 08:00:20
S00053,[SALS009] SALSA DE ARANDANO,[SALS009] SALSA DE ARANDANO,1170.0,kg,11.91,13934.7,2026-06-28 08:00:20
S00052,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,1080.0,kg,2.73,2948.4,2026-06-28 08:00:20
S00051,[SW001] SWIRL DE MORA 20 KG,[SW001] SWIRL DE MORA 20 KG,520.0,kg,1.93,1003.6,2026-06-28 08:00:20
S00051,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,990.0,kg,2.76,2732.4,2026-06-28 08:00:20
S00050,[PULP023] PULPA DE NARANJILLA 150 g,[PULP023] PULPA DE NARANJILLA 150 g,120.0,Units,0.54,64.8,2026-06-28 08:00:20
S00050,[PULP024] PULPA DE LIMON 150 g,[PULP024] PULPA DE LIMON 150 g,336.0,Units,0.65,218.4,2026-06-28 08:00:20
S00050,[PULP021] PULPA DE MORA 150 g,[PULP021] PULPA DE MORA 150 g,144.0,Units,0.56,80.64,2026-06-28 08:00:20
S00049,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.5,1224.0,2026-06-28 08:00:20
S00049,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,3.96,380.16,2026-06-28 08:00:20
S00049,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,476.0,kg,2.68,1275.68,2026-06-28 08:00:20
S00049,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,588.0,kg,4.0,2352.0,2026-06-28 08:00:20
S00049,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.16,191.36,2026-06-28 08:00:20
S00049,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,84.0,kg,2.4,201.6,2026-06-28 08:00:20
S00040,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),23940.0,Units,0.86,20588.4,2026-06-28 08:00:20
S00040,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),20520.0,Units,0.57,11696.4,2026-06-28 08:00:20
S00040,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.65,6669.0,2026-06-28 08:00:20
S00040,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),1980.0,Units,1.88,3722.4,2026-06-28 08:00:20
S00040,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.42,4309.2,2026-06-28 08:00:20
S00040,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.43,1470.6,2026-06-28 08:00:20
S00040,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.9,3078.0,2026-06-28 08:00:20
S00040,[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.66,2257.2,2026-06-28 08:00:20
S00048,[SW001] SWIRL DE MORA 20 KG,[SW001] SWIRL DE MORA 20 KG,1360.0,kg,1.93,2624.8,2026-06-28 08:00:20
S00048,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,3474.0,kg,2.76,9588.24,2026-06-28 08:00:20
S00048,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,2120.0,kg,4.0,8480.0,2026-06-28 08:00:20
S00047,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,144.0,kg,1.37,197.28,2026-06-28 08:00:20
S00039,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.5,1224.0,2026-06-28 08:00:20
S00039,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,3.96,380.16,2026-06-28 08:00:20
S00039,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,476.0,kg,2.68,1275.68,2026-06-28 08:00:20
S00039,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,588.0,kg,4.0,2352.0,2026-06-28 08:00:20
S00039,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.16,191.36,2026-06-28 08:00:20
S00039,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,84.0,kg,2.4,201.6,2026-06-28 08:00:20
S00037,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,400.0,kg,3.79,1516.0,2026-06-28 08:00:20
S00036,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,1000.0,kg,3.79,3790.0,2026-06-28 08:00:20
S00023,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),20520.0,Units,0.86,17647.2,2026-06-28 08:00:20
S00023,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.57,5848.2,2026-06-28 08:00:20
S00023,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.65,8892.0,2026-06-28 08:00:20
S00023,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),1980.0,Units,1.88,3722.4,2026-06-28 08:00:20
S00023,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.42,2872.8,2026-06-28 08:00:20
S00023,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.43,5882.4,2026-06-28 08:00:20
S00023,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.53,1812.6,2026-06-28 08:00:20
S00023,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.9,3078.0,2026-06-28 08:00:20
S00023,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),1584.0,Units,1.32,2090.88,2026-06-28 08:00:20
S00035,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,96.0,kg,1.37,131.52,2026-06-28 08:00:20
S00034,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,48.0,kg,1.37,65.76,2026-06-28 08:00:20
S00028,[SALS008] SALSA LISA DE FRESA ,[SALS008] SALSA LISA DE FRESA ,405.0,kg,2.8,1134.0,2026-06-28 08:00:20
S00028,[SALS009] SALSA DE ARANDANO,[SALS009] SALSA DE ARANDANO,270.0,kg,9.97,2691.9,2026-06-28 08:00:20
S00033,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,855.0,kg,2.73,2334.15,2026-06-28 08:00:20
S00029,[PULP009] PULPA DE PAPAYA 16 KG,[PULP009] PULPA DE PAPAYA 16 KG,336.0,kg,2.1,705.6,2026-06-28 08:00:20
S00029,[PULP010] PULPA DE MARACUYA 10 KG,[PULP010] PULPA DE MARACUYA 10 KG,10.0,kg,3.45,34.5,2026-06-28 08:00:20
S00029,[PULP012] PULPA DE TOMATE DE ARBOL 16 KG,[PULP012] PULPA DE TOMATE DE ARBOL 16 KG,1312.0,kg,2.62,3437.44,2026-06-28 08:00:20
S00029,[PULP014] PULPA DE PIÑA 16 KG,[PULP014] PULPA DE PIÑA 16 KG,144.0,kg,2.67,384.48,2026-06-28 08:00:20
S00008,[PULP017] PULPA DE MORA 16 KG,[PULP017] PULPA DE MORA 16 KG,0.0,kg,3.09,0.0,2026-06-28 08:00:20
S00008,[PULP017] PULPA DE MORA 16 KG,[PULP017] PULPA DE MORA 16 KG,1040.0,kg,3.09,3213.6,2026-06-28 08:00:20
S00008,[PULP016] PULPA DE FRESA 16 KG,[PULP016] PULPA DE FRESA 16 KG,1040.0,kg,2.7,2808.0,2026-06-28 08:00:20
S00008,[PULP016] PULPA DE FRESA 16 KG,[PULP016] PULPA DE FRESA 16 KG,0.0,kg,2.7,0.0,2026-06-28 08:00:20
S00030,[SW001] SWIRL DE MORA 20 KG,[SW001] SWIRL DE MORA 20 KG,2120.0,kg,1.93,4091.6,2026-06-28 08:00:20
S00030,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,2952.0,kg,2.76,8147.52,2026-06-28 08:00:20
S00030,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,900.0,kg,4.0,3600.0,2026-06-28 08:00:20
S00021,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,400.0,Caja de 12,13.96,5584.0,2026-06-28 08:00:20
S00021,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,900.0,Caja de 12,9.29,8361.0,2026-06-28 08:00:20
S00021,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,900.0,Caja de 12,15.77,14193.0,2026-06-28 08:00:20
S00021,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,400.0,Caja de 12,10.91,4364.0,2026-06-28 08:00:20
S00021,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,1200.0,Caja de 12,9.15,10980.0,2026-06-28 08:00:20
S00021,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,50.0,Caja de 12,10.53,526.5,2026-06-28 08:00:20
S00021,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,200.0,Caja de 12,8.48,1696.0,2026-06-28 08:00:20
S00021,[PTEXP010] TOMATE DE ARBOL WHOLE 8 X 14 OZ,[PTEXP010] TOMATE DE ARBOL WHOLE 8 X 14 OZ,150.0,Caja de 8,9.37,1405.5,2026-06-28 08:00:20
S00026,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,80.0,kg,8.5,680.0,2026-06-28 08:00:20
S00026,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,476.0,kg,2.68,1275.68,2026-06-28 08:00:20
S00026,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,588.0,kg,4.0,2352.0,2026-06-28 08:00:20
S00027,[PULP022] PULPA DE GUANABANA 150 g,[PULP022] PULPA DE GUANABANA 150 g,432.0,Units,0.65,280.8,2026-06-28 08:00:20
S00027,[PULP023] PULPA DE NARANJILLA 150 g,[PULP023] PULPA DE NARANJILLA 150 g,600.0,Units,0.54,324.0,2026-06-28 08:00:20
S00027,[PULP021] PULPA DE MORA 150 g,[PULP021] PULPA DE MORA 150 g,168.0,Units,0.56,94.08,2026-06-28 08:00:20
S00027,[PULP024] PULPA DE LIMON 150 g,[PULP024] PULPA DE LIMON 150 g,720.0,Units,0.65,468.0,2026-06-28 08:00:20
S00025,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,2880.0,kg,2.04,5875.2,2026-06-28 08:00:20
S00020,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,730.0,Caja de 12,13.96,10190.8,2026-06-28 08:00:20
S00020,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,630.0,Caja de 12,10.96,6904.8,2026-06-28 08:00:20
S00020,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,1000.0,Caja de 12,9.29,9290.0,2026-06-28 08:00:20
S00020,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,700.0,Caja de 12,15.77,11039.0,2026-06-28 08:00:20
S00020,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,100.0,Caja de 12,10.53,1053.0,2026-06-28 08:00:20
S00020,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,840.0,Caja de 12,18.58,15607.2,2026-06-28 08:00:20
S00020,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,200.0,Caja de 12,8.48,1696.0,2026-06-28 08:00:20
S00016,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,1000.0,kg,3.79,3790.0,2026-06-28 08:00:20
S00015,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,400.0,kg,3.79,1516.0,2026-06-28 08:00:20
S00014,[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.66,2257.2,2026-06-28 08:00:20
S00014,[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),0.0,Units,0.0,0.0,2026-06-28 08:00:20
S00014,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),0.0,Units,0.0,0.0,2026-06-28 08:00:20
S00014,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),0.0,Units,0.0,0.0,2026-06-28 08:00:20
S00014,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),0.0,Units,0.0,0.0,2026-06-28 08:00:20
S00014,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),0.0,Units,0.0,0.0,2026-06-28 08:00:20
S00014,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),0.0,Units,0.0,0.0,2026-06-28 08:00:20
S00014,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),0.0,Units,0.0,0.0,2026-06-28 08:00:20
S00014,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),27360.0,Units,0.57,15595.2,2026-06-28 08:00:20
S00014,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.86,14706.0,2026-06-28 08:00:20
S00014,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.65,4446.0,2026-06-28 08:00:20
S00014,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.53,3625.2,2026-06-28 08:00:20
S00014,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.43,4411.8,2026-06-28 08:00:20
S00014,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),3168.0,Units,1.32,4181.76,2026-06-28 08:00:20
S00013,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.9,12312.0,2026-06-28 08:00:20
S00013,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.65,11115.0,2026-06-28 08:00:20
S00013,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),1980.0,Units,1.88,3722.4,2026-06-28 08:00:20
S00013,[PTEXP022] Lulo Entero Congelado América x 500gr (Cajas de 12 uds),[PTEXP022] Lulo Entero Congelado América x 500gr (Cajas de 12 uds),6336.0,Units,1.32,8363.52,2026-06-28 08:00:20
S00013,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.43,4411.8,2026-06-28 08:00:20
S00013,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.53,5437.8,2026-06-28 08:00:20
S00013,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),4752.0,Units,1.32,6272.64,2026-06-28 08:00:20
S00012,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.9,12312.0,2026-06-28 08:00:20
S00012,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),3960.0,Units,1.88,7444.8,2026-06-28 08:00:20
S00012,[PTEXP022] Lulo Entero Congelado América x 500gr (Cajas de 12 uds),[PTEXP022] Lulo Entero Congelado América x 500gr (Cajas de 12 uds),4752.0,Units,1.32,6272.64,2026-06-28 08:00:20
S00012,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.43,1470.6,2026-06-28 08:00:20
S00012,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.86,8823.6,2026-06-28 08:00:20
S00012,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.53,7250.4,2026-06-28 08:00:20
S00012,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),3168.0,Units,1.32,4181.76,2026-06-28 08:00:20
S00012,[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.66,9028.8,2026-06-28 08:00:20
S00011,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.9,15390.0,2026-06-28 08:00:20
S00011,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),20520.0,Units,0.42,8618.4,2026-06-28 08:00:20
S00011,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),1980.0,Units,1.88,3722.4,2026-06-28 08:00:20
S00011,[PTEXP022] Lulo Entero Congelado América x 500gr (Cajas de 12 uds),[PTEXP022] Lulo Entero Congelado América x 500gr (Cajas de 12 uds),3168.0,Units,1.32,4181.76,2026-06-28 08:00:20
S00011,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.86,8823.6,2026-06-28 08:00:20
S00011,[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),[PTEXP021] Tomate Arbol Congelado América x 500gr (Cajas de 12 uds),6336.0,Units,1.32,8363.52,2026-06-28 08:00:20
S00011,[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),[PTEXP016] Pulpa Mora America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.66,4514.4,2026-06-28 08:00:20
S00005,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,2385.0,kg,3.14,7488.9,2026-06-28 08:00:20
S00006,[SALS008] SALSA LISA DE FRESA ,[SALS008] SALSA LISA DE FRESA ,480.0,kg,2.8,1344.0,2026-06-28 08:00:20
S00006,[SALS009] SALSA DE ARANDANO,[SALS009] SALSA DE ARANDANO,420.0,kg,9.97,4187.4,2026-06-28 08:00:20
S00010,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,1900.0,kg,4.0,7600.0,2026-06-28 08:00:20
S00007,[PULP017] PULPA DE MORA 16 KG,[PULP017] PULPA DE MORA 16 KG,1008.0,kg,3.09,3114.72,2026-06-28 08:00:20
S00007,[PULP005] PULPA DE NARANJILLA 16 KG,[PULP005] PULPA DE NARANJILLA 16 KG,208.0,kg,3.0,624.0,2026-06-28 08:00:20
S00007,[PULP016] PULPA DE FRESA 16 KG,[PULP016] PULPA DE FRESA 16 KG,800.0,kg,2.7,2160.0,2026-06-28 08:00:20
S00004,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,1000.0,kg,3.79,3790.0,2026-06-28 08:00:20
S00003,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,576.0,kg,2.04,1175.04,2026-06-28 08:00:20
S00002,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,1728.0,kg,2.04,3525.12,2026-06-28 08:00:20
S00001,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,144.0,kg,1.37,197.28,2026-06-28 08:00:20
