documento,origen,cliente,estado,fecha_programada,fecha_efectiva,actualizado
PDT/INT/00026,S00135,NATURANDINA AMERICA IMPORT SL,Hecho,2026-08-03 14:02,2026-08-03 21:55,2026-08-04 04:30:28
