lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
L2082616,EVOKE - PULPA DE MARACUYA EVOKE UNIDAD 250 g - EVOKE,1.0,13.1,2.94,3.45,,,,3.79710144927536,ET,False,,2026-08-03,2026-08-03 18:30:29
L2082616,EVOKE - PULPA DE MARACUYA EVOKE UNIDAD 250 g - EVOKE,2.0,12.6,3.01,3.4,,,,3.70588235294118,ET,False,,2026-08-03,2026-08-03 18:30:29
L2082616,EVOKE - PULPA DE MARACUYA EVOKE UNIDAD 250 g - EVOKE,3.0,12.7,3.23,3.33,,,,3.81381381381381,ET,False,,2026-08-03,2026-08-03 18:30:29
L2082616,EVOKE - PULPA DE MARACUYA EVOKE UNIDAD 250 g - EVOKE,4.0,12.2,3.11,3.07,,,,3.97394136807818,ET,False,,2026-08-03,2026-08-03 18:30:29
L2152612,CHIVERIA S.A.  - FRESA PICADA 16 KG - CHIVERIA S.A.,1.0,8.4,3.57,,,,,,ET,False,,2026-08-03,2026-08-03 18:30:29
