lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
HF PB 188 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,1.0,15.6,3.32,1.21,,,,12.8925619834711,SF,False,,2026-07-07,2026-07-07 18:00:45
HF PB 188 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,2.0,15.7,3.37,1.21,,,,12.9752066115702,SF,False,,2026-07-07,2026-07-07 18:00:45
HF PB 188 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,3.0,15.7,3.48,1.15,,,,13.6521739130435,SF,False,,2026-07-07,2026-07-07 18:00:45
HF PB 188 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,4.0,15.8,3.38,1.08,,,,14.6296296296296,JG,False,,2026-07-07,2026-07-07 18:00:45
L1802615,MERICA  - MARACUYÁ CON PEPAS MERICA UNIDAD 500 g - MERICA,1.0,13.4,2.94,,,,,,JG,False,,2026-07-07,2026-07-07 18:00:45
