orden_venta,producto,producto_template,cantidad,unidad_medida,precio_unitario,subtotal,actualizado
S00100,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,4240.0,kg,4.0,16960.0,2026-08-25 20:30:28
S00131,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,588.0,kg,4.08,2399.04,2026-08-25 20:30:28
S00131,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.24,195.04,2026-08-25 20:30:28
S00131,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.58,1235.52,2026-08-25 20:30:28
S00131,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,84.0,kg,2.48,208.32,2026-08-25 20:30:28
S00131,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,476.0,kg,2.75,1309.0,2026-08-25 20:30:28
S00131,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,4.04,387.84,2026-08-25 20:30:28
S00130,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,2070.0,kg,2.76,5713.2,2026-08-25 20:30:28
S00130,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,2240.0,kg,4.0,8960.0,2026-08-25 20:30:28
S00129,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.58,1235.52,2026-08-25 20:30:28
S00128,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,200.0,Caja de 12,10.96,2192.0,2026-08-25 20:30:28
S00128,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,1200.0,Caja de 12,9.29,11148.0,2026-08-25 20:30:28
S00128,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,2200.0,Caja de 12,15.77,34694.0,2026-08-25 20:30:28
S00128,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,200.0,Caja de 12,10.91,2182.0,2026-08-25 20:30:28
S00128,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,200.0,Caja de 12,8.48,1696.0,2026-08-25 20:30:28
S00127,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.9,12312.0,2026-08-25 20:30:28
S00127,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.43,5882.4,2026-08-25 20:30:28
S00127,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.42,4309.2,2026-08-25 20:30:28
S00127,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.57,5848.2,2026-08-25 20:30:28
S00127,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),1980.0,Units,1.88,3722.4,2026-08-25 20:30:28
S00127,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),17100.0,Units,0.86,14706.0,2026-08-25 20:30:28
S00127,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),10260.0,Units,0.65,6669.0,2026-08-25 20:30:28
S00126,[PULP009] PULPA DE PAPAYA 16 KG,[PULP009] PULPA DE PAPAYA 16 KG,320.0,kg,2.1,672.0,2026-08-25 20:30:28
S00126,[PULP010] PULPA DE MARACUYA 10 KG,[PULP010] PULPA DE MARACUYA 10 KG,10.0,kg,3.45,34.5,2026-08-25 20:30:28
S00126,[PULP012] PULPA DE TOMATE DE ARBOL 16 KG,[PULP012] PULPA DE TOMATE DE ARBOL 16 KG,1504.0,kg,2.62,3940.48,2026-08-25 20:30:28
S00125,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,400.0,kg,3.79,1516.0,2026-08-25 20:30:28
S00124,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,144.0,kg,1.37,197.28,2026-08-25 20:30:28
S00123,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,546.0,kg,4.0,2184.0,2026-08-25 20:30:28
S00123,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.16,191.36,2026-08-25 20:30:28
S00123,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,84.0,kg,2.4,201.6,2026-08-25 20:30:28
S00118,[PULP005] PULPA DE NARANJILLA 16 KG,[PULP005] PULPA DE NARANJILLA 16 KG,1520.0,kg,3.0,4560.0,2026-08-25 20:30:28
S00118,[PULP017] PULPA DE MORA 16 KG,[PULP017] PULPA DE MORA 16 KG,1696.0,kg,3.09,5240.64,2026-08-25 20:30:28
S00118,[PULP016] PULPA DE FRESA 16 KG,[PULP016] PULPA DE FRESA 16 KG,1168.0,kg,2.7,3153.6,2026-08-25 20:30:28
S00122,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,20.0,kg,4.16,83.2,2026-08-25 20:30:28
S00116,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,855.0,kg,2.68,2291.4,2026-08-25 20:30:28
S00116,[SALS004] SALSA DE MORA EDULCORADA 15 KG,[SALS004] SALSA DE MORA EDULCORADA 15 KG,780.0,kg,3.52,2745.6,2026-08-25 20:30:28
S00116,[SALS008] SALSA LISA DE FRESA ,[SALS008] SALSA LISA DE FRESA ,480.0,kg,2.75,1320.0,2026-08-25 20:30:28
S00117,[SALS005] SALSA DE DURAZNO EDULCORADA 15 KG,[SALS005] SALSA DE DURAZNO EDULCORADA 15 KG,630.0,kg,3.79,2387.7,2026-08-25 20:30:28
S00120,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.9,12312.0,2026-08-25 20:30:28
S00120,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),27360.0,Units,0.43,11764.8,2026-08-25 20:30:28
S00120,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.42,1436.4,2026-08-25 20:30:28
S00120,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.57,7797.6,2026-08-25 20:30:28
S00120,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),1980.0,Units,1.88,3722.4,2026-08-25 20:30:28
S00120,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.86,5882.4,2026-08-25 20:30:28
S00120,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.65,4446.0,2026-08-25 20:30:28
S00120,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.53,1812.6,2026-08-25 20:30:28
S00113,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,160.0,kg,1.85,296.0,2026-08-25 20:30:28
S00114,[PULP023] PULPA DE NARANJILLA 150 g,[PULP023] PULPA DE NARANJILLA 150 g,600.0,Units,0.54,324.0,2026-08-25 20:30:28
S00114,[PULP021] PULPA DE MORA 150 g,[PULP021] PULPA DE MORA 150 g,1320.0,Units,0.56,739.2,2026-08-25 20:30:28
S00115,[PULP024] PULPA DE LIMON 150 g,[PULP024] PULPA DE LIMON 150 g,1464.0,Units,0.65,951.6,2026-08-25 20:30:28
S00112,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,588.0,kg,4.0,2352.0,2026-08-25 20:30:28
S00112,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.5,1224.0,2026-08-25 20:30:28
S00112,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,84.0,kg,2.4,201.6,2026-08-25 20:30:28
S00112,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,476.0,kg,2.68,1275.68,2026-08-25 20:30:28
S00112,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,3.96,380.16,2026-08-25 20:30:28
S00082,[PTEXP029] PULPA DE GUANABANA 250 G X 12 U,[PTEXP029] PULPA DE GUANABANA 250 G X 12 U,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00082,[PTEXP026] PULPA DE GUAYABA 250 G X 12 U,[PTEXP026] PULPA DE GUAYABA 250 G X 12 U,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00082,[PTEXP025] PULPA DE MORA 250 G X 12 U,[PTEXP025] PULPA DE MORA 250 G X 12 U,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00082,[PTEXP031] PULPA DE TOMATE DE ARBOL 250 G X 12 U,[PTEXP031] PULPA DE TOMATE DE ARBOL 250 G X 12 U,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00082,[PTEXP030] PULPA DE PIÑA CONGELADA 250 G X 12 U,[PTEXP030] PULPA DE PIÑA CONGELADA 250 G X 12 U,720.0,Caja de 12,6.84,4924.8,2026-08-25 20:30:28
S00082,[PTEXP028] PULPA DE PAPAYA 250 G X 12 U,[PTEXP028] PULPA DE PAPAYA 250 G X 12 U,720.0,Caja de 12,8.41,6055.2,2026-08-25 20:30:28
S00082,[PTEXP029] PULPA DE GUANABANA 250 G X 12 U,[PTEXP029] PULPA DE GUANABANA 250 G X 12 U,1440.0,Caja de 12,11.48,16531.2,2026-08-25 20:30:28
S00082,[PTEXP026] PULPA DE GUAYABA 250 G X 12 U,[PTEXP026] PULPA DE GUAYABA 250 G X 12 U,720.0,Caja de 12,6.4,4608.0,2026-08-25 20:30:28
S00082,[PTEXP025] PULPA DE MORA 250 G X 12 U,[PTEXP025] PULPA DE MORA 250 G X 12 U,2880.0,Caja de 12,9.39,27043.2,2026-08-25 20:30:28
S00082,[PTEXP031] PULPA DE TOMATE DE ARBOL 250 G X 12 U,[PTEXP031] PULPA DE TOMATE DE ARBOL 250 G X 12 U,720.0,Caja de 12,7.52,5414.4,2026-08-25 20:30:28
S00110,[PULP005] PULPA DE NARANJILLA 16 KG,[PULP005] PULPA DE NARANJILLA 16 KG,1520.0,kg,3.0,4560.0,2026-08-25 20:30:28
S00109,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,48.0,kg,1.37,65.76,2026-08-25 20:30:28
S00108,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,96.0,kg,1.37,131.52,2026-08-25 20:30:28
S00107,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,588.0,kg,4.0,2352.0,2026-08-25 20:30:28
S00107,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,84.0,kg,2.4,201.6,2026-08-25 20:30:28
S00107,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,476.0,kg,2.68,1275.68,2026-08-25 20:30:28
S00107,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,3.96,380.16,2026-08-25 20:30:28
S00106,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,1860.0,kg,2.73,5077.8,2026-08-25 20:30:28
S00106,[SALS005] SALSA DE DURAZNO EDULCORADA 15 KG,[SALS005] SALSA DE DURAZNO EDULCORADA 15 KG,330.0,kg,3.79,1250.7,2026-08-25 20:30:28
S00105,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,1728.0,kg,2.04,3525.12,2026-08-25 20:30:28
S00104,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,1000.0,kg,3.79,3790.0,2026-08-25 20:30:28
S00103,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,600.0,kg,3.79,2274.0,2026-08-25 20:30:28
S00102,[PULP012] PULPA DE TOMATE DE ARBOL 16 KG,[PULP012] PULPA DE TOMATE DE ARBOL 16 KG,1504.0,kg,2.62,3940.48,2026-08-25 20:30:28
S00102,[PULP009] PULPA DE PAPAYA 16 KG,[PULP009] PULPA DE PAPAYA 16 KG,320.0,kg,2.1,672.0,2026-08-25 20:30:28
S00102,[PULP010] PULPA DE MARACUYA 10 KG,[PULP010] PULPA DE MARACUYA 10 KG,10.0,kg,3.45,34.5,2026-08-25 20:30:28
S00102,[PULP014] PULPA DE PIÑA 16 KG,[PULP014] PULPA DE PIÑA 16 KG,64.0,kg,2.67,170.88,2026-08-25 20:30:28
S00101,[TOPP001] TOPPING DE FRUTILLA 20 BX 14 KG,[TOPP001] TOPPING DE FRUTILLA 20 BX 14 KG,0.0,kg,4.5,0.0,2026-08-25 20:30:28
S00101,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,[TOPP002] TOPPING DE PIÑA 20BX 2 KG,46.0,kg,4.16,191.36,2026-08-25 20:30:28
S00101,[SALS009] SALSA DE ARANDANO,[SALS009] SALSA DE ARANDANO,0.0,kg,11.91,0.0,2026-08-25 20:30:28
S00101,[PULP006] PULPA DE FRESA 12 KG,[PULP006] PULPA DE FRESA 12 KG,76.0,kg,2.4,182.4,2026-08-25 20:30:28
S00101,[PULP020] PULPA DE MORA 14KG,[PULP020] PULPA DE MORA 14KG,476.0,kg,2.68,1275.68,2026-08-25 20:30:28
S00101,[PULP002] PULPA DE MORA 41 BX 12 KG,[PULP002] PULPA DE MORA 41 BX 12 KG,96.0,kg,3.96,380.16,2026-08-25 20:30:28
S00101,[TOPP008] TOPPING DE FRUTILLA 12 BX,[TOPP008] TOPPING DE FRUTILLA 12 BX,588.0,kg,4.5,2646.0,2026-08-25 20:30:28
S00101,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.5,1224.0,2026-08-25 20:30:28
S00098,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,2304.0,kg,2.04,4700.16,2026-08-25 20:30:28
S00096,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00096,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00096,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00096,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00096,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00096,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00096,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,100.0,Caja de 12,10.96,1096.0,2026-08-25 20:30:28
S00096,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,900.0,Caja de 12,9.29,8361.0,2026-08-25 20:30:28
S00096,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,1600.0,Caja de 12,15.77,25232.0,2026-08-25 20:30:28
S00096,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,300.0,Caja de 12,10.91,3273.0,2026-08-25 20:30:28
S00096,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,1000.0,Caja de 12,9.15,9150.0,2026-08-25 20:30:28
S00096,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,300.0,Caja de 12,8.48,2544.0,2026-08-25 20:30:28
S00095,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00095,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00095,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00095,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00095,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00095,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00095,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00095,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,450.0,Caja de 12,10.96,4932.0,2026-08-25 20:30:28
S00095,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,1300.0,Caja de 12,9.29,12077.0,2026-08-25 20:30:28
S00095,[PTEXP008] PAPAYA PULP 12 X 14 OZ,[PTEXP008] PAPAYA PULP 12 X 14 OZ,100.0,Caja de 12,10.91,1091.0,2026-08-25 20:30:28
S00095,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,910.0,Caja de 12,9.15,8326.5,2026-08-25 20:30:28
S00095,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,[PTEXP006] TAMARILLO PULP 12 X 14 OZ,100.0,Caja de 12,10.53,1053.0,2026-08-25 20:30:28
S00095,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,[PTEXP007] PASSION FRUIT PULP 12 X 14 OZ,840.0,Caja de 12,18.58,15607.2,2026-08-25 20:30:28
S00095,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,500.0,Caja de 12,8.48,4240.0,2026-08-25 20:30:28
S00094,[SALS004] SALSA DE MORA EDULCORADA 15 KG,[SALS004] SALSA DE MORA EDULCORADA 15 KG,855.0,kg,3.52,3009.6,2026-08-25 20:30:28
S00093,[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),[PTEXP012] Pulpa Mango America x 250 gr (CAJAS 10 UDS),23940.0,Units,0.43,10294.2,2026-08-25 20:30:28
S00093,[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),[PTEXP019] Pulpa Lulo America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.57,7797.6,2026-08-25 20:30:28
S00093,[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),[PTEXP015] Pulpa Maracuyá America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.9,6156.0,2026-08-25 20:30:28
S00093,[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),[PTEXP018] Pulpa Guanabana America x 250 gr (CAJAS 10 UDS),13680.0,Units,0.86,11764.8,2026-08-25 20:30:28
S00093,[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),[PTEXP020] Pulpa Tamarindo America x 250 gr (CAJAS 10 UDS),6840.0,Units,0.65,4446.0,2026-08-25 20:30:28
S00093,[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),[PTEXP014] Maracuyá C/ Pepas x 500 gr (CAJAS 10 UDS),3960.0,Units,1.88,7444.8,2026-08-25 20:30:28
S00093,[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),[PTEXP017] Pulpa Guayaba America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.42,1436.4,2026-08-25 20:30:28
S00093,[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),[PTEXP013] Pulpa Tomate de Árbol America x 250 gr (CAJAS 10 UDS),3420.0,Units,0.53,1812.6,2026-08-25 20:30:28
S00092,[SW001] SWIRL DE MORA 20 KG,[SW001] SWIRL DE MORA 20 KG,1500.0,kg,1.93,2895.0,2026-08-25 20:30:28
S00092,[SW001] SWIRL DE MORA 20 KG,[SW001] SWIRL DE MORA 20 KG,0.0,kg,1.93,0.0,2026-08-25 20:30:28
S00092,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,0.0,kg,2.76,0.0,2026-08-25 20:30:28
S00092,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,0.0,kg,4.0,0.0,2026-08-25 20:30:28
S00092,[PULP004] PULPA DE MORA CON PEPAS 18 KG,[PULP004] PULPA DE MORA CON PEPAS 18 KG,4500.0,kg,2.76,12420.0,2026-08-25 20:30:28
S00092,[PULP001] COCO RALLADO 20 KG,[PULP001] COCO RALLADO 20 KG,4240.0,kg,4.0,16960.0,2026-08-25 20:30:28
S00091,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,272.0,kg,1.37,372.64,2026-08-25 20:30:28
S00090,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,[SALS006] SALSA DE FRESA EDULCORADA 15 KG,1530.0,kg,2.73,4176.9,2026-08-25 20:30:28
S00090,[SALS008] SALSA LISA DE FRESA ,[SALS008] SALSA LISA DE FRESA ,1140.0,kg,2.8,3192.0,2026-08-25 20:30:28
S00090,[SALS009] SALSA DE ARANDANO,[SALS009] SALSA DE ARANDANO,1500.0,kg,11.91,17865.0,2026-08-25 20:30:28
S00087,[PULP017] PULPA DE MORA 16 KG,[PULP017] PULPA DE MORA 16 KG,1504.0,kg,3.09,4647.36,2026-08-25 20:30:28
S00087,[PULP005] PULPA DE NARANJILLA 16 KG,[PULP005] PULPA DE NARANJILLA 16 KG,304.0,kg,3.0,912.0,2026-08-25 20:30:28
S00087,[PULP016] PULPA DE FRESA 16 KG,[PULP016] PULPA DE FRESA 16 KG,1200.0,kg,2.7,3240.0,2026-08-25 20:30:28
S00086,[PULP011] PULPA DE ARANDANO 8 KG,[PULP011] PULPA DE ARANDANO 8 KG,144.0,kg,8.5,1224.0,2026-08-25 20:30:28
S00085,[SALS007] SALSA DE CHOCOLATE 1 KG,[SALS007] SALSA DE CHOCOLATE 1 KG,1000.0,kg,3.79,3790.0,2026-08-25 20:30:28
S00054,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00054,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00054,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00054,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
S00054,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,[PTEXP005] BLACKBERRY PULP 12 X 14 OZ,0.0,Caja de 12,13.96,0.0,2026-08-25 20:30:28
S00054,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,[PTEXP003] NARANJILLA PULP 12 X 14 OZ,200.0,Caja de 12,10.96,2192.0,2026-08-25 20:30:28
S00054,[PTEXP004] GUAVA PULP 12 X 14 OZ,[PTEXP004] GUAVA PULP 12 X 14 OZ,1500.0,Caja de 12,9.29,13935.0,2026-08-25 20:30:28
S00054,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,2100.0,Caja de 12,15.77,33117.0,2026-08-25 20:30:28
S00054,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,[PTEXP009] PINEAPPLE PULP 12 X 14 OZ,200.0,Caja de 12,8.48,1696.0,2026-08-25 20:30:28
S00054,[PTEXP001] MANGO PULP 12 X 14 OZ,[PTEXP001] MANGO PULP 12 X 14 OZ,200.0,Caja de 12,9.15,1830.0,2026-08-25 20:30:28
S00083,[PULP025] PULPA DE MANGO 16 KG,[PULP025] PULPA DE MANGO 16 KG,512.0,kg,1.37,701.44,2026-08-25 20:30:28
S00081,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,576.0,kg,2.04,1175.04,2026-08-25 20:30:28
S00080,[FRUTP005] FRESA PICADA 16 KG,[FRUTP005] FRESA PICADA 16 KG,1728.0,kg,2.04,3525.12,2026-08-25 20:30:28
S00079,[PTEXP002] SOURSOP PULP 12 X 14 OZ,[PTEXP002] SOURSOP PULP 12 X 14 OZ,0.0,Caja de 12,0.0,0.0,2026-08-25 20:30:28
