lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
L1882615,MERICA  - MARACUYÁ CON PEPAS MERICA UNIDAD 500 g - MERICA,1.0,13.7,3.23,,,,,,ET,False,,2026-07-14,2026-07-14 16:00:35
L1942615,MERICA  - PULPA DE MANGO MERICA UNIDAD 250 g - MERICA,1.0,13.2,4.41,,,,,,ET,False,,2026-07-14,2026-07-14 16:00:35
L1942615,MERICA  - PULPA DE MANGO MERICA UNIDAD 250 g - MERICA,2.0,13.2,4.21,,,,,,ET,False,,2026-07-14,2026-07-14 16:00:35
